fname,label
clip_6baf52377.wav,off
clip_0ddfa1822.wav,on
clip_3b6be7bc0.wav,stop
clip_65d51cfe5.wav,down
clip_1f5ead05c.wav,yes
clip_604f0b426.wav,yes
clip_26d2c6daf.wav,unknown
clip_34e24cd8c.wav,silence
clip_2b44032f0.wav,stop
clip_3168becb5.wav,no
clip_0044f8416.wav,yes
clip_255d54a2b.wav,no
clip_21e68364e.wav,right
clip_00b62b048.wav,go
clip_4b59bb337.wav,stop
clip_3b7d95744.wav,on
clip_1c612d17f.wav,no
clip_3fe325c44.wav,stop
clip_4b9a2205b.wav,no
clip_1e5e1e6d7.wav,silence
clip_0bb25b643.wav,no
clip_60485299b.wav,silence
clip_1f65069fd.wav,no
clip_0632ac6be.wav,go
clip_1f427b1d6.wav,stop
clip_583b0390e.wav,stop
clip_3ee6ebceb.wav,no
clip_67a1a8966.wav,left
clip_55983ec25.wav,yes
clip_3558de8c9.wav,no
clip_010ac7a97.wav,no
clip_17dfca6dc.wav,right
clip_4a9f59328.wav,down
clip_255636c16.wav,on
clip_36899f6ff.wav,off
clip_521523046.wav,no
clip_561c4c4ff.wav,left
clip_46bc6110e.wav,no
clip_67b106006.wav,no
clip_028d11042.wav,no
clip_1bae7082e.wav,no
clip_544dd08cd.wav,yes
clip_1894897e2.wav,up
clip_059e63e34.wav,silence
clip_38ed4d019.wav,no
clip_5add29647.wav,on
clip_25a2611be.wav,no
clip_03148b6e6.wav,go
clip_164f4fc4b.wav,no
clip_002e670a5.wav,down
clip_028052967.wav,left
clip_0fc079e54.wav,on
clip_164121722.wav,yes
clip_505e6f0c3.wav,go
clip_237b02877.wav,silence
clip_230a80fd4.wav,no
clip_171aa89f7.wav,on
clip_63de5ff2d.wav,down
clip_3abb62a98.wav,down
clip_607576079.wav,no
clip_14f178549.wav,no
clip_4894bdd3f.wav,no
clip_02b4307de.wav,off
clip_688a7c34e.wav,off
clip_134fc7fd4.wav,yes
clip_211686dd8.wav,on
clip_5b1a9205f.wav,down
clip_570bd0675.wav,up
clip_518ad7f53.wav,no
clip_4f1727319.wav,no
clip_501d6a0e6.wav,silence
clip_2952435bc.wav,up
clip_545900477.wav,right
clip_526cc5e2d.wav,unknown
clip_4050c1ce3.wav,no
clip_21684622c.wav,off
clip_30733b270.wav,no
clip_03bb3aa08.wav,off
clip_6ad40f7ca.wav,unknown
clip_61b8d24e3.wav,left
clip_04807c184.wav,right
clip_4ac9970bd.wav,yes
clip_3f4182ddd.wav,unknown
clip_3baf19b8e.wav,left
clip_052ce2321.wav,unknown
clip_2b329f554.wav,up
clip_0428eabd7.wav,no
clip_504e0e4f8.wav,on
clip_134d238aa.wav,right
clip_4925ff406.wav,no
clip_32213bb3c.wav,right
clip_0a88aab4a.wav,off
clip_0f8bfd8fa.wav,yes
clip_136004e60.wav,on
clip_558806c58.wav,no
clip_21ef23561.wav,no
clip_0b0832542.wav,go
clip_1a5cf905f.wav,right
clip_56c82a7eb.wav,yes
clip_1af5f284e.wav,no
clip_2a576e03f.wav,off
clip_2552440ba.wav,stop
clip_4f66d2e48.wav,go
clip_43f5c9150.wav,no
clip_4b372e866.wav,unknown
clip_1a25c4ed7.wav,unknown
clip_2b8e5d4b6.wav,on
clip_2fc7d11bc.wav,no
clip_39b8d65eb.wav,right
clip_5bdfd6e16.wav,off
clip_252c62d9a.wav,no
clip_0f4bf54fc.wav,no
clip_2c2b77811.wav,right
clip_437d0dc06.wav,off
clip_2b3c977e5.wav,silence
clip_21c1c077a.wav,no
clip_687530770.wav,off
clip_532c5e1e1.wav,no
clip_2f9075d1e.wav,unknown
clip_3ffe08c13.wav,on
clip_1350b786e.wav,go
clip_3c74c0a24.wav,no
clip_44031688e.wav,up
clip_65d8a1406.wav,on
clip_0cd01e915.wav,on
clip_032333245.wav,no
clip_3786731a7.wav,off
clip_314f1b67b.wav,no
clip_1a461d949.wav,off
clip_13768ed5e.wav,no
clip_305613421.wav,stop
clip_0861f4f20.wav,yes
clip_1761d7d25.wav,up
clip_3a480d97f.wav,right
clip_094a06adb.wav,off
clip_4953772bc.wav,no
clip_5be4ea213.wav,no
clip_5b5d05376.wav,no
clip_6c7cdabf5.wav,no
clip_4ea69db75.wav,no
clip_324b8f011.wav,right
clip_35a816d43.wav,off
clip_6d2e0df32.wav,up
clip_295c5789d.wav,up
clip_162f8da6d.wav,stop
clip_35f3c8f4a.wav,no
clip_1b8e30f79.wav,no
clip_2c8685bb3.wav,no
clip_3841293b1.wav,go
clip_4d54cbf83.wav,go
clip_6d787957d.wav,silence
clip_09df5d5cf.wav,go
clip_01890eb16.wav,yes
clip_4eefa886d.wav,no
clip_334a3e1c6.wav,no
clip_3715592fc.wav,no
clip_074b5bdc8.wav,no
clip_00123c913.wav,yes
clip_49242eb23.wav,up
clip_36495b7c6.wav,unknown
clip_4ffe506b6.wav,no
clip_16c1eff6a.wav,unknown
clip_38d303a21.wav,no
clip_39094257b.wav,yes
clip_049dee44b.wav,on
clip_4f80e6e8b.wav,up
clip_3ebf9363a.wav,stop
clip_00e3e4d4d.wav,stop
clip_5182138f4.wav,no
clip_0d2128304.wav,down
clip_6669790e5.wav,no
clip_23121791d.wav,unknown
clip_3bf5e2dcc.wav,no
clip_4ae426d55.wav,left
clip_024e8df8f.wav,no
clip_1c65cfe1f.wav,no
clip_38cd65dc0.wav,right
clip_55db0d2ae.wav,up
clip_1204dd6f5.wav,right
clip_3f37d3799.wav,off
clip_0c82e3e6d.wav,no
clip_54387188d.wav,stop
clip_24b727989.wav,right
clip_296b39dcb.wav,up
clip_4a530bae4.wav,no
clip_39f552d42.wav,no
clip_17e11a298.wav,stop
clip_4d5e557f9.wav,no
clip_2f5d649ed.wav,unknown
clip_5513f36af.wav,no
clip_5e0526241.wav,no
clip_3a9403feb.wav,stop
clip_02d00b6e8.wav,yes
clip_59614472d.wav,no
clip_634fca7b1.wav,no
clip_690330a7b.wav,up
clip_688aea6cc.wav,yes
clip_4caa55a13.wav,no
clip_137880c2e.wav,unknown
clip_4c21a291a.wav,right
clip_41289e30d.wav,right
clip_189849d8a.wav,yes
clip_094b47631.wav,unknown
clip_391c66278.wav,no
clip_03484bc61.wav,no
clip_2beb4327a.wav,no
clip_66f5f2c21.wav,no
clip_492716c3d.wav,down
clip_2748f4740.wav,right
clip_616355609.wav,down
clip_4f3fb1b16.wav,stop
clip_015b81f40.wav,off
clip_46568fe09.wav,no
clip_0ccd754c8.wav,down
clip_60ee6c26f.wav,off
clip_17314ad65.wav,no
clip_203cddf3d.wav,no
clip_4e65c046e.wav,no
clip_1fbead871.wav,stop
clip_329e0bf54.wav,stop
clip_2e686cbce.wav,unknown
clip_099e333e8.wav,off
clip_169c447e7.wav,no
clip_02cd7a93f.wav,stop
clip_4b644f5b4.wav,no
clip_1c5f0800f.wav,unknown
clip_392289f02.wav,yes
clip_613d321a9.wav,unknown
clip_659f2f409.wav,no
clip_681599136.wav,yes
clip_23c48d3db.wav,unknown
clip_685f3de65.wav,off
clip_328b762d1.wav,yes
clip_635a3f8eb.wav,off
clip_5fd12e3b5.wav,no
clip_23313bf78.wav,on
clip_4d8d95b08.wav,up
clip_661bbdc18.wav,off
clip_2ad89552d.wav,no
clip_21bdb5a7c.wav,yes
clip_55f69ca31.wav,no
clip_27c0cd119.wav,off
clip_319ca5f3c.wav,no
clip_44eb033c4.wav,yes
clip_382011557.wav,no
clip_3b37b5d32.wav,on
clip_4aad71c93.wav,unknown
clip_5e88308b3.wav,no
clip_024a3d3d3.wav,stop
clip_4a0a86b63.wav,up
clip_4cbf7ae9a.wav,no
clip_370398e8f.wav,left
clip_1d9896ed7.wav,on
clip_3a3516b59.wav,no
clip_20486bc1a.wav,no
clip_090672e01.wav,no
clip_0bdbd1a1b.wav,off
clip_6dca66996.wav,stop
clip_5fdb9dc90.wav,yes
clip_6cbdb6775.wav,no
clip_0d56995e6.wav,stop
clip_17329610b.wav,unknown
clip_41be815cc.wav,off
clip_0628b09c2.wav,no
clip_279e132f5.wav,no
clip_62af4c502.wav,up
clip_391731e6f.wav,no
clip_4b2a09438.wav,no
clip_4842c1e10.wav,down
clip_1bd86d012.wav,unknown
clip_5f46fd2b0.wav,on
clip_12383ba51.wav,stop
clip_45832dab3.wav,down
clip_56dde1740.wav,no
clip_3ac3eddca.wav,no
clip_205072a18.wav,no
clip_1f53f0622.wav,on
clip_5887605e0.wav,off
clip_18acf5628.wav,no
clip_053ed57ff.wav,go
clip_65cd1a81f.wav,no
clip_0c6834825.wav,yes
clip_44f3ed839.wav,on
clip_68b7708e9.wav,no
clip_5d3895506.wav,yes
clip_16c224750.wav,yes
clip_5c0246a73.wav,no
clip_23927827c.wav,no
clip_4bf15b3a4.wav,silence
clip_61410281d.wav,no
clip_430be6d53.wav,silence
clip_602d0508a.wav,off
clip_327918f79.wav,down
clip_2b08f5b4a.wav,no
clip_65e54d606.wav,yes
clip_382610360.wav,no
clip_218ed1934.wav,left
clip_6061889d9.wav,yes
clip_4678a471d.wav,no
clip_3e81ed46f.wav,off
clip_667ed3799.wav,no
clip_60042bc95.wav,go
clip_33be8f136.wav,unknown
clip_1ec7deaf8.wav,yes
clip_4c2c90d73.wav,silence
clip_563873ada.wav,yes
clip_010aa561c.wav,left
clip_4eecaf1fb.wav,yes
clip_2871ee400.wav,left
clip_01a8b0350.wav,silence
clip_65e715192.wav,on
clip_581c17458.wav,off
clip_6e23cc58d.wav,yes
clip_20ae8cc17.wav,yes
clip_5c13a07fa.wav,no
clip_57a29e669.wav,no
clip_14e071b50.wav,on
clip_399957d21.wav,no
clip_566b373e5.wav,no
clip_04ada0f9f.wav,off
clip_07b47deeb.wav,no
clip_28f371913.wav,yes
clip_3698a4bd5.wav,yes
clip_64ac28bc2.wav,silence
clip_5d19c6cef.wav,no
clip_641aa4ff5.wav,off
clip_37d5e90c4.wav,yes
clip_227b685cc.wav,off
clip_01c16001b.wav,down
clip_28cca1b9b.wav,no
clip_6b700e4ec.wav,stop
clip_0d17144bf.wav,left
clip_53a9058ee.wav,left
clip_087f8d983.wav,on
clip_5bd5afe5f.wav,right
clip_609c8153a.wav,up
clip_1f354f5d7.wav,yes
clip_55c7d0723.wav,no
clip_651df6c45.wav,no
clip_6df8dcd93.wav,no
clip_5f0f14306.wav,up
clip_0b0c01c06.wav,off
clip_5bbf72e1b.wav,stop
clip_0a874cf5a.wav,down
clip_67e3698f3.wav,no
clip_1a8f43c45.wav,left
clip_38929413d.wav,silence
clip_42affd9b4.wav,no
clip_5115e587c.wav,no
clip_35da4bfcb.wav,no
clip_1966d18b9.wav,unknown
clip_242330dff.wav,unknown
clip_2fa1c9418.wav,left
clip_2cd95c702.wav,no
clip_003f9022a.wav,on
clip_21fdd9251.wav,unknown
clip_2ef958432.wav,yes
clip_124c16791.wav,no
clip_245adb8d1.wav,unknown
clip_0bc601d20.wav,silence
clip_07717f313.wav,no
clip_01801e172.wav,on
clip_303daf0a7.wav,no
clip_6c0e24380.wav,no
clip_643ddbe95.wav,unknown
clip_26bc88660.wav,no
clip_594ac0bb3.wav,silence
clip_29ff3b66a.wav,on
clip_21c0ea601.wav,no
clip_1272a9517.wav,no
clip_6e4aeadc6.wav,up
clip_2f301ce23.wav,off
clip_51c9d2b65.wav,stop
clip_530c23351.wav,down
clip_530c99f61.wav,no
clip_3f7c3f5cf.wav,yes
clip_2441bd51e.wav,go
clip_68fe02d05.wav,no
clip_5a5e1d272.wav,right
clip_3801d446f.wav,no
clip_44667c432.wav,yes
clip_2a5dc7a5c.wav,unknown
clip_1b4faa7ac.wav,right
clip_560d41d93.wav,right
clip_1abd8f193.wav,no
clip_5153f7f51.wav,no
clip_40faa34e8.wav,no
clip_1f6c1ea6d.wav,unknown
clip_2a62771c2.wav,off
clip_0ef8f56ea.wav,no
clip_65dd8ccc9.wav,off
clip_188f2847e.wav,stop
clip_64d1bd3d4.wav,up
clip_13fcf97ea.wav,yes
clip_117a3bc9c.wav,on
clip_1626209e4.wav,no
clip_64d0238c4.wav,no
clip_6995747bf.wav,stop
clip_090325a23.wav,yes
clip_0729a3920.wav,no
clip_6d05c304f.wav,go
clip_0cf1fec98.wav,on
clip_6e9e12e98.wav,off
clip_04eedef05.wav,unknown
clip_41b3899cd.wav,no
clip_0f0fe6079.wav,no
clip_0dae25fe4.wav,off
clip_2e633ef1a.wav,no
clip_57ac9ee4a.wav,no
clip_3169fbbd4.wav,yes
clip_37428822e.wav,no
clip_1711c71d5.wav,unknown
clip_3d3c81d02.wav,up
clip_37b17c538.wav,off
clip_562082d65.wav,off
clip_5948418b1.wav,no
clip_139c68a05.wav,right
clip_10fe88b46.wav,off
clip_01681cae4.wav,stop
clip_60b386829.wav,yes
clip_4c11c8de6.wav,no
clip_220c3a8a2.wav,yes
clip_380263099.wav,unknown
clip_515df6d55.wav,no
clip_2b44afa11.wav,up
clip_56495f6e0.wav,no
clip_092f2a6ef.wav,no
clip_4907fc3b7.wav,unknown
clip_45f961fae.wav,down
clip_4c2c1f332.wav,go
clip_4b8413566.wav,left
clip_3fd64cfbc.wav,on
clip_56eaf5e68.wav,right
clip_3016fc6ed.wav,go
clip_4ea7173e9.wav,on
clip_0e9a75def.wav,unknown
clip_6afccaace.wav,no
clip_45dc8ed3c.wav,no
clip_64df2ce04.wav,no
clip_1ccc012a1.wav,no
clip_529ca27a0.wav,go
clip_15cf846ae.wav,no
clip_1664678c6.wav,no
clip_6f0822c25.wav,no
clip_438f36085.wav,on
clip_4cb892302.wav,no
clip_47b243845.wav,no
clip_51f0b3683.wav,yes
clip_0de4e52a9.wav,yes
clip_486e46718.wav,no
clip_00debc877.wav,stop
clip_533b44842.wav,up
clip_3e3f25b59.wav,silence
clip_43f353fe6.wav,yes
clip_15edb9212.wav,silence
clip_5e4ab61ab.wav,off
clip_2c4c0a603.wav,no
clip_2ba629438.wav,no
clip_0aafc34c6.wav,left
clip_12bf9c055.wav,off
clip_259ad53ab.wav,no
clip_0e264965f.wav,right
clip_54d40ec05.wav,unknown
clip_0ebcce500.wav,yes
clip_683e88eca.wav,stop
clip_00e3f7781.wav,no
clip_558e56b58.wav,right
clip_66e3d98e7.wav,no
clip_4111f58a6.wav,no
clip_3893ff177.wav,stop
clip_0dff5c507.wav,no
clip_4bbc1ba2d.wav,no
clip_1fbe93eb1.wav,no
clip_54d4656aa.wav,down
clip_637a42eb2.wav,silence
clip_2c6a7dc8e.wav,off
clip_64109277b.wav,left
clip_691a8b54f.wav,no
clip_0da27219e.wav,left
clip_521d6d70c.wav,unknown
clip_5b6288395.wav,stop
clip_04a736bd5.wav,left
clip_2ee2d857c.wav,stop
clip_5c38d50eb.wav,unknown
clip_118a58206.wav,right
clip_4716dec9d.wav,no
clip_4c197a430.wav,no
clip_2af318652.wav,on
clip_0f0391308.wav,silence
clip_59b6e1742.wav,on
clip_50b3e90da.wav,left
clip_08066fd8f.wav,stop
clip_3969dbd52.wav,yes
clip_15e8b7e73.wav,on
clip_01509b78a.wav,unknown
clip_578fd5441.wav,down
clip_5cff75d82.wav,go
clip_6e5df6a26.wav,off
clip_41ca7ccfc.wav,on
clip_49441a26a.wav,no
clip_1955ad6da.wav,stop
clip_69becb1b7.wav,no
clip_27dd74628.wav,go
clip_22e56686d.wav,no
clip_3e58c6845.wav,left
clip_0e477d328.wav,unknown
clip_26f10c502.wav,yes
clip_3a817701a.wav,up
clip_3ad59d431.wav,stop
clip_4fc281509.wav,unknown
clip_4a6ef853b.wav,no
clip_4a61ec6f2.wav,no
clip_19fda8902.wav,go
clip_0bff1ed81.wav,off
clip_40c4ec210.wav,no
clip_4a1480cf7.wav,off
clip_38984ba2a.wav,on
clip_0d198d890.wav,go
clip_4da4c5eed.wav,no
clip_2e9e63173.wav,silence
clip_4be60be5d.wav,down
clip_3b4109389.wav,stop
clip_53fc317eb.wav,up
clip_070fafe2f.wav,no
clip_1ef11770d.wav,silence
clip_443ccf8da.wav,right
clip_37ac9f4bf.wav,silence
clip_1b4cd8a17.wav,on
clip_026f13143.wav,up
clip_0f27d253b.wav,no
clip_3fc16faa7.wav,off
clip_4152c3822.wav,go
clip_65a1bcf56.wav,no
clip_118400865.wav,left
clip_49c3f975c.wav,right
clip_6c0405033.wav,no
clip_4c68fe4ee.wav,no
clip_0c5a049a1.wav,yes
clip_3c35fe8ae.wav,no
clip_262698f95.wav,go
clip_5a7b74dcf.wav,on
clip_4da8486af.wav,on
clip_26518acf6.wav,no
clip_5096999f6.wav,no
clip_5805c492c.wav,go
clip_38d8233e9.wav,yes
clip_0cd5dc0f8.wav,no
clip_4494fffca.wav,off
clip_4090fad10.wav,up
clip_48517089b.wav,down
clip_347ba9132.wav,no
clip_224f10d8b.wav,right
clip_1894bd06d.wav,no
clip_451a9c749.wav,no
clip_4f55d3ccd.wav,no
clip_359eaeaa7.wav,no
clip_1bea8832b.wav,no
clip_27ceca114.wav,no
clip_2b797d6d4.wav,right
clip_532fe4efd.wav,on
clip_43818f3fb.wav,unknown
clip_17d12be0f.wav,no
clip_4ffe26714.wav,no
clip_528f0e106.wav,yes
clip_482f0a331.wav,no
clip_475a46753.wav,no
clip_405903227.wav,silence
clip_2db7f2e34.wav,up
clip_12b3c1975.wav,go
clip_10f95d102.wav,down
clip_273a248dd.wav,on
clip_2ffe619be.wav,off
clip_303be3b9f.wav,down
clip_6921e4e40.wav,no
clip_1777ed02a.wav,yes
clip_477d1b589.wav,yes
clip_3e6355720.wav,right
clip_2b5b66486.wav,no
clip_242134885.wav,no
clip_019875f22.wav,right
clip_3c88f92d1.wav,no
clip_52d1ad85f.wav,no
clip_4077d9f5d.wav,on
clip_0558d0b42.wav,no
clip_23877588f.wav,yes
clip_6407977a9.wav,stop
clip_0c871850a.wav,unknown
clip_1f6187236.wav,no
clip_1c9c8b96e.wav,yes
clip_00d1c3041.wav,no
clip_4cd727b96.wav,right
clip_6eaba2515.wav,no
clip_26238496c.wav,up
clip_117b54573.wav,no
clip_20094c13e.wav,go
clip_01bc52076.wav,no
clip_2376778f1.wav,no
clip_47d0db30f.wav,up
clip_03dd925da.wav,no
clip_578c69c32.wav,no
clip_5a8b91e0b.wav,no
clip_1c2fdaa55.wav,right
clip_24bf59131.wav,left
clip_21f036bd8.wav,no
clip_58750dc8f.wav,on
clip_0b7889cda.wav,yes
clip_365c388a1.wav,off
clip_37c305260.wav,no
clip_64b91bd69.wav,on
clip_0dc25a4c7.wav,no
clip_5c414833f.wav,unknown
clip_4860e4532.wav,off
clip_298ad31d7.wav,no
clip_1854dd32c.wav,go
clip_11710eae1.wav,no
clip_1b02a2d8a.wav,stop
clip_324a0a1f2.wav,down
clip_4df50536c.wav,yes
clip_3db78cab8.wav,yes
clip_045423025.wav,on
clip_6724238de.wav,no
clip_44563115c.wav,no
clip_0ca8c908d.wav,no
clip_20276aa6e.wav,go
clip_4e753f6aa.wav,no
clip_22ea1c815.wav,right
clip_4171e493a.wav,yes
clip_3fc11d5af.wav,no
clip_5d2dba1ed.wav,up
clip_1f98fe9ea.wav,on
clip_3ceb3724b.wav,no
clip_2f790f5ca.wav,unknown
clip_0bb72e3a6.wav,left
clip_5a22601fe.wav,up
clip_01c5f30a4.wav,no
clip_0a398dc1f.wav,no
clip_0968f503b.wav,off
clip_0fa4cd9d3.wav,go
clip_2266e6804.wav,silence
clip_0f62b38f0.wav,down
clip_07730a12d.wav,silence
clip_61ff91d53.wav,no
clip_5a063b9c8.wav,off
clip_3d79685df.wav,up
clip_5029e9527.wav,unknown
clip_424056f35.wav,no
clip_4d02c4d98.wav,off
clip_0b3ccb974.wav,yes
clip_2597e0659.wav,unknown
clip_3c4be9ef9.wav,unknown
clip_4bca1b5ca.wav,yes
clip_093e2cd52.wav,no
clip_31a389b97.wav,right
clip_4ed6bcca2.wav,no
clip_4a52758b1.wav,down
clip_43fbed7d8.wav,no
clip_19b7aaca7.wav,yes
clip_28614df88.wav,right
clip_51af6dfef.wav,no
clip_69fbd9714.wav,no
clip_3836ac7bd.wav,silence
clip_088fc1b55.wav,stop
clip_677b32753.wav,no
clip_24ed02881.wav,no
clip_55eb03cfb.wav,no
clip_6e3d57768.wav,stop
clip_388d30c4f.wav,up
clip_4a4300a8b.wav,stop
clip_2ddea014b.wav,no
clip_09ce86187.wav,unknown
clip_3b3b8b586.wav,left
clip_46f4f5575.wav,no
clip_23d954e45.wav,off
clip_360964e4e.wav,no
clip_689e51edd.wav,no
clip_1a09cbaac.wav,unknown
clip_6af305494.wav,yes
clip_2cd828a24.wav,left
clip_496aa933d.wav,no
clip_2c28d619e.wav,left
clip_0a767159d.wav,on
clip_4246ad4dc.wav,no
clip_653e27533.wav,off
clip_1503e48ea.wav,no
clip_454617823.wav,yes
clip_4b03ca144.wav,no
clip_2ad5895b7.wav,left
clip_4281d9c70.wav,stop
clip_374376856.wav,no
clip_05ad6831f.wav,yes
clip_005ef6650.wav,on
clip_4623b03ef.wav,no
clip_435e3dd56.wav,down
clip_5cb29af27.wav,right
clip_6538a3ade.wav,yes
clip_4c144b472.wav,go
clip_2e4352249.wav,on
clip_224ce0204.wav,on
clip_290f3954b.wav,no
clip_23fb688be.wav,on
clip_210d7d370.wav,off
clip_31cbbf4cd.wav,no
clip_19c297ebc.wav,no
clip_42c1b418d.wav,no
clip_5cd5002a9.wav,no
clip_1a231a0e3.wav,no
clip_4c8f18cdf.wav,right
clip_6acb62f7d.wav,no
clip_0d14e300c.wav,on
clip_2ab46d741.wav,go
clip_0b427229c.wav,no
clip_65955529a.wav,yes
clip_34ed6178f.wav,yes
clip_53b90958a.wav,no
clip_3ab9137f0.wav,stop
clip_58edd57ac.wav,no
clip_6574f63e4.wav,no
clip_071b08482.wav,no
clip_63c872079.wav,unknown
clip_4e36ec217.wav,no
clip_48f2dd885.wav,silence
clip_6473ec782.wav,yes
clip_6ae985a9d.wav,no
clip_09139a51e.wav,stop
clip_5bd747ead.wav,no
clip_51c8aef63.wav,no
clip_58f0effdf.wav,yes
clip_0455230dd.wav,off
clip_39f7706d6.wav,no
clip_46e813bec.wav,right
clip_0b5882d19.wav,left
clip_404770bd1.wav,on
clip_3e534a98e.wav,no
clip_53b5f126b.wav,on
clip_676edba8c.wav,no
clip_6e195df3a.wav,up
clip_57b873ec8.wav,no
clip_1dca5f485.wav,on
clip_215de0a01.wav,no
clip_07d5d646c.wav,on
clip_15f816e7e.wav,on
clip_678bf6545.wav,no
clip_080144fbc.wav,unknown
clip_186a4f117.wav,down
clip_48ff39eb4.wav,yes
clip_461f41c69.wav,go
clip_59734f70c.wav,no
clip_454c066b7.wav,on
clip_20404fc4a.wav,no
clip_54d54dca7.wav,right
clip_464616716.wav,off
clip_5ef7ccdff.wav,no
clip_5b797e295.wav,left
clip_68fed96c2.wav,down
clip_5ab465f11.wav,no
clip_0f7fd9f21.wav,go
clip_1e50c9b14.wav,unknown
clip_47214bd47.wav,no
clip_62a270ea4.wav,no
clip_41fcd4834.wav,no
clip_1d445e413.wav,yes
clip_3259152fe.wav,yes
clip_47367c744.wav,no
clip_4c57dad72.wav,no
clip_416221037.wav,no
clip_02f960534.wav,no
clip_3fecd9d44.wav,no
clip_073a2681b.wav,up
clip_636e814b6.wav,left
clip_65eb36f9e.wav,right
clip_33fcf570b.wav,right
clip_20ed87ad0.wav,no
clip_37922f5e5.wav,off
clip_371a76d7a.wav,off
clip_5d98ac2ab.wav,yes
clip_421ed42b2.wav,no
clip_43839f8f4.wav,yes
clip_5cba0d7bb.wav,unknown
clip_0b289c732.wav,off
clip_210ef9ffe.wav,stop
clip_50e249519.wav,go
clip_5015485e6.wav,no
clip_6d608252a.wav,stop
clip_40de0d7db.wav,silence
clip_0440e8ed0.wav,right
clip_6846c1838.wav,no
clip_11ee4ba01.wav,no
clip_1bee7a766.wav,no
clip_3754def13.wav,on
clip_5a23c459a.wav,on
clip_25d5fd3f8.wav,off
clip_6f2aa6daf.wav,on
clip_2573c0f72.wav,on
clip_1118a5d13.wav,no
clip_23ce00f53.wav,on
clip_601ad16fe.wav,stop
clip_58bed7698.wav,yes
clip_6d48c8730.wav,no
clip_3030b7645.wav,silence
clip_10fcde2fd.wav,right
clip_01af08c0f.wav,no
clip_0ea1119ab.wav,no
clip_3eec66612.wav,on
clip_6654f5b34.wav,off
clip_200248dd7.wav,go
clip_3effcb737.wav,stop
clip_4df60b8b1.wav,no
clip_5499b9c88.wav,yes
clip_05b436469.wav,unknown
clip_140ec9f9b.wav,right
clip_5424ef75b.wav,on
clip_215825562.wav,off
clip_1c89dafcf.wav,go
clip_43f97ca3a.wav,unknown
clip_1bdbec305.wav,right
clip_494d65de4.wav,no
clip_418065407.wav,unknown
clip_2a9273eeb.wav,yes
clip_245e05e00.wav,right
clip_4dd7353fa.wav,no
clip_090790bd7.wav,no
clip_5e9e6dd47.wav,off
clip_19f0c7a5f.wav,no
clip_65d442c3c.wav,left
clip_270d50af3.wav,no
clip_63edd8749.wav,no
clip_44c186cba.wav,no
clip_3a05d249d.wav,on
clip_2c335ea19.wav,yes
clip_4e60a8a76.wav,down
clip_55bf733bc.wav,unknown
clip_27eaabaa8.wav,silence
clip_6d3a0afa9.wav,yes
clip_6105565a6.wav,no
clip_22fc1743b.wav,no
clip_5ffdc8fad.wav,down
clip_5eda90f08.wav,no
clip_45f334750.wav,left
clip_5e8dae853.wav,yes
clip_1aab03d1d.wav,go
clip_23a0afb6e.wav,down
clip_6eac16940.wav,unknown
clip_3098ba6fa.wav,on
clip_05399a9d2.wav,down
clip_22364a97c.wav,down
clip_19dff4b57.wav,off
clip_5001a43b1.wav,yes
clip_31ff37cec.wav,no
clip_3399bfdb5.wav,silence
clip_6173b98e6.wav,left
clip_0b2ba604b.wav,no
clip_39dd3ecf9.wav,off
clip_4f9f852e6.wav,silence
clip_631b0938a.wav,stop
clip_67a617d87.wav,no
clip_5101bfe09.wav,unknown
clip_07aa6ab9a.wav,stop
clip_383e0f07e.wav,stop
clip_33df99ac8.wav,down
clip_61bef1e63.wav,right
clip_3e4d3bb7f.wav,no
clip_218dc7684.wav,on
clip_40d311031.wav,left
clip_47da42e6c.wav,right
clip_11bc484c6.wav,right
clip_2f2f3a25d.wav,no
clip_18f7725d4.wav,no
clip_22229563e.wav,unknown
clip_13ce316c4.wav,no
clip_28581b770.wav,left
clip_13f434ea9.wav,no
clip_4ebe6f6de.wav,no
clip_4d2350047.wav,no
clip_0e793ca87.wav,no
clip_585a290ff.wav,down
clip_45aae96d7.wav,no
clip_44bdc9233.wav,no
clip_5a08b47ff.wav,off
clip_0777ce93f.wav,no
clip_4d34014e3.wav,no
clip_50bde6220.wav,on
clip_18b02a4fd.wav,no
clip_1a373dd77.wav,no
clip_57314777f.wav,no
clip_60e3ab5b7.wav,right
clip_370617ed4.wav,up
clip_0217011fd.wav,on
clip_28602f7fe.wav,yes
clip_19caea520.wav,stop
clip_5601d98cf.wav,up
clip_3aa0771ca.wav,no
clip_0a2470767.wav,no
clip_03a493405.wav,right
clip_4312ca63b.wav,no
clip_687bbabbb.wav,off
clip_5432dd587.wav,off
clip_0aad5d105.wav,unknown
clip_37d1277c5.wav,off
clip_4b90dc908.wav,stop
clip_1a94519e4.wav,unknown
clip_5b9564721.wav,down
clip_6212196c1.wav,yes
clip_4cc99718c.wav,no
clip_544a0476f.wav,no
clip_2c5a87518.wav,off
clip_3b62bd8d8.wav,down
clip_5493738d6.wav,up
clip_1f5ab98aa.wav,no
clip_4b8dcf85d.wav,up
clip_37482fcb8.wav,no
clip_5b9821fa7.wav,silence
clip_1d3ccd1b2.wav,no
clip_434d86db2.wav,no
clip_116e8df49.wav,go
clip_053eb919d.wav,no
clip_3303fefad.wav,off
clip_0a3f0b124.wav,no
clip_5e24392cf.wav,yes
clip_597bb119c.wav,unknown
clip_42a1698d5.wav,down
